run_id,timestamp,timestamp_utc,asset,category,price,sma20,sma200,realized_vwap,p_dev,mvrv_ratio,mvrv_score,flow_ratio,flow_score,vol_ratio,vol_score,v_internal,vam_final,status,action,target_weight_pct,vam_market_final,market_regime,btc_score,altcoin_index,weight_btc_cap,weight_alt_cap,funding_rate_pct,leverage_status,leverage_penalty_pct,gold_ratio_paxg_btc,risk_paxg_pct,total_risk_penalty_pct,target_alloc_btc_pct,target_alloc_alt_pct,target_alloc_paxg_pct,target_alloc_usdt_pct,eth_rpc_source,eth_latest_block,eth_tx_count_5b,eth_active_addrs_5b,top_5_basket
20260905_155634,2026-09-05 15:56:34,2026-09-05 08:56:34 UTC,BTC,Core,79622.22,76462.0585,69718.2215,81766.4967,90.91,0.9738,9.65,0.9361,35.13,1.0567,52.83,49.66,47.19,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,33.54,46.12,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.19,43.63,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055662,4.98,4.98,33.54,35.8,5.49,25.17,Live_RPC (ethereum-rpc.publicnode.com),25910070,970,1129,"ETH,BNB,XRP,SOL,TRX"
20260905_155634,2026-09-05 15:56:34,2026-09-05 08:56:34 UTC,ETH,Altcoin,2455.63,2388.5265,2036.9543,2737.796,90.81,0.8969,5.39,0.9591,43.59,1.213,60.65,51.22,48.66,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.12,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.19,43.63,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055662,4.98,4.98,33.54,35.8,5.49,25.17,Live_RPC (ethereum-rpc.publicnode.com),25910070,970,1129,"ETH,BNB,XRP,SOL,TRX"
20260905_155634,2026-09-05 15:56:34,2026-09-05 08:56:34 UTC,BNB,Altcoin,750.4,686.1925,620.5716,875.2214,93.48,0.8574,3.19,0.9559,50.71,0.9753,48.77,51.13,48.58,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.12,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.19,43.63,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055662,4.98,4.98,33.54,35.8,5.49,25.17,Live_RPC (ethereum-rpc.publicnode.com),25910070,970,1129,"ETH,BNB,XRP,SOL,TRX"
20260905_155634,2026-09-05 15:56:34,2026-09-05 08:56:34 UTC,XRP,Altcoin,1.4062,1.3542,1.2744,1.7663,93.37,0.7961,0.0,0.9707,68.41,0.8836,44.18,52.99,50.35,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.12,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.19,43.63,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055662,4.98,4.98,33.54,35.8,5.49,25.17,Live_RPC (ethereum-rpc.publicnode.com),25910070,970,1129,"ETH,BNB,XRP,SOL,TRX"
20260905_155634,2026-09-05 15:56:34,2026-09-05 08:56:34 UTC,SOL,Altcoin,102.51,96.962,82.3508,123.9092,91.23,0.8273,1.52,1.0047,47.96,0.7104,35.52,47.31,44.95,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.12,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.19,43.63,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055662,4.98,4.98,33.54,35.8,5.49,25.17,Live_RPC (ethereum-rpc.publicnode.com),25910070,970,1129,"ETH,BNB,XRP,SOL,TRX"
20260905_155634,2026-09-05 15:56:34,2026-09-05 08:56:34 UTC,TRX,Altcoin,0.3328,0.3358,0.3245,0.31,27.56,1.0735,15.19,0.8358,28.84,0.9314,46.57,26.96,25.61,ĐỊNH GIÁ THẤP,TÍCH LŨY MẠNH (+Tỷ trọng),7.16,46.12,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.19,43.63,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055662,4.98,4.98,33.54,35.8,5.49,25.17,Live_RPC (ethereum-rpc.publicnode.com),25910070,970,1129,"ETH,BNB,XRP,SOL,TRX"
20260905_155634,2026-09-05 15:56:34,2026-09-05 08:56:34 UTC,PAXG,Hedge,4431.95,,,,,,,,,,,,,Phòng thủ Vĩ mô,Bảo hiểm tài sản,5.49,46.12,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.19,43.63,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055662,4.98,4.98,33.54,35.8,5.49,25.17,Live_RPC (ethereum-rpc.publicnode.com),25910070,970,1129,"ETH,BNB,XRP,SOL,TRX"
20260905_155634,2026-09-05 15:56:34,2026-09-05 08:56:34 UTC,USDT,Cash,1.0,,,,,,,,,,,,,Thanh khoản Chờ Gom,Dry Powder,25.17,46.12,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.19,43.63,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055662,4.98,4.98,33.54,35.8,5.49,25.17,Live_RPC (ethereum-rpc.publicnode.com),25910070,970,1129,"ETH,BNB,XRP,SOL,TRX"
20260905_160351,2026-09-05 16:03:51,2026-09-05 09:03:51 UTC,BTC,Core,79688.71,76465.383,69718.554,81766.5023,90.97,0.9746,9.7,0.9361,35.13,1.0567,52.83,49.7,47.24,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,33.53,46.17,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.24,43.68,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055621,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910106,1243,1418,"ETH,BNB,XRP,SOL,TRX"
20260905_160351,2026-09-05 16:03:51,2026-09-05 09:03:51 UTC,ETH,Altcoin,2458.33,2388.6615,2036.9678,2737.7959,90.86,0.8979,5.44,0.9591,43.59,1.213,60.65,51.25,48.72,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.17,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.24,43.68,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055621,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910106,1243,1418,"ETH,BNB,XRP,SOL,TRX"
20260905_160351,2026-09-05 16:03:51,2026-09-05 09:03:51 UTC,BNB,Altcoin,750.02,686.1735,620.5698,875.2177,93.46,0.857,3.16,0.9559,50.71,0.9753,48.77,51.12,48.59,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.17,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.24,43.68,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055621,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910106,1243,1418,"ETH,BNB,XRP,SOL,TRX"
20260905_160351,2026-09-05 16:03:51,2026-09-05 09:03:51 UTC,XRP,Altcoin,1.408,1.3543,1.2744,1.7663,93.43,0.7971,0.0,0.9707,68.41,0.8836,44.18,53.01,50.39,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.17,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.24,43.68,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055621,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910106,1243,1418,"ETH,BNB,XRP,SOL,TRX"
20260905_160351,2026-09-05 16:03:51,2026-09-05 09:03:51 UTC,SOL,Altcoin,102.73,96.973,82.3518,123.9091,91.31,0.8291,1.62,1.0047,47.96,0.7104,35.52,47.36,45.02,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.17,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.24,43.68,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055621,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910106,1243,1418,"ETH,BNB,XRP,SOL,TRX"
20260905_160351,2026-09-05 16:03:51,2026-09-05 09:03:51 UTC,TRX,Altcoin,0.3329,0.3358,0.3245,0.31,27.67,1.0738,15.21,0.8358,28.84,0.9314,46.57,27.0,25.67,ĐỊNH GIÁ THẤP,TÍCH LŨY MẠNH (+Tỷ trọng),7.16,46.17,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.24,43.68,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055621,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910106,1243,1418,"ETH,BNB,XRP,SOL,TRX"
20260905_160351,2026-09-05 16:03:51,2026-09-05 09:03:51 UTC,PAXG,Hedge,4432.35,,,,,,,,,,,,,Phòng thủ Vĩ mô,Bảo hiểm tài sản,5.47,46.17,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.24,43.68,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055621,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910106,1243,1418,"ETH,BNB,XRP,SOL,TRX"
20260905_160351,2026-09-05 16:03:51,2026-09-05 09:03:51 UTC,USDT,Cash,1.0,,,,,,,,,,,,,Thanh khoản Chờ Gom,Dry Powder,25.2,46.17,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.24,43.68,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055621,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910106,1243,1418,"ETH,BNB,XRP,SOL,TRX"
20260905_160515,2026-09-05 16:05:15,2026-09-05 09:05:15 UTC,BTC,Core,79698.14,76465.8545,69718.6011,81766.5008,90.97,0.9747,9.71,0.9361,35.13,1.0567,52.83,49.7,47.25,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,33.53,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.68,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910113,1154,1327,"ETH,BNB,XRP,SOL,TRX"
20260905_160515,2026-09-05 16:05:15,2026-09-05 09:05:15 UTC,ETH,Altcoin,2458.71,2388.6805,2036.9697,2737.7958,90.87,0.8981,5.45,0.9591,43.59,1.213,60.65,51.25,48.72,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.68,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910113,1154,1327,"ETH,BNB,XRP,SOL,TRX"
20260905_160515,2026-09-05 16:05:15,2026-09-05 09:05:15 UTC,BNB,Altcoin,749.07,686.126,620.565,875.2154,93.41,0.8559,3.1,0.9559,50.71,0.9753,48.77,51.08,48.56,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.68,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910113,1154,1327,"ETH,BNB,XRP,SOL,TRX"
20260905_160515,2026-09-05 16:05:15,2026-09-05 09:05:15 UTC,XRP,Altcoin,1.4077,1.3543,1.2744,1.7663,93.42,0.797,0.0,0.9707,68.41,0.8836,44.18,53.01,50.39,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.68,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910113,1154,1327,"ETH,BNB,XRP,SOL,TRX"
20260905_160515,2026-09-05 16:05:15,2026-09-05 09:05:15 UTC,SOL,Altcoin,102.78,96.9755,82.3521,123.9091,91.33,0.8295,1.64,1.0047,47.96,0.7104,35.52,47.38,45.04,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.68,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910113,1154,1327,"ETH,BNB,XRP,SOL,TRX"
20260905_160515,2026-09-05 16:05:15,2026-09-05 09:05:15 UTC,TRX,Altcoin,0.3329,0.3358,0.3245,0.31,27.67,1.0738,15.21,0.8358,28.84,0.9314,46.57,27.0,25.67,ĐỊNH GIÁ THẤP,TÍCH LŨY MẠNH (+Tỷ trọng),7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.68,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910113,1154,1327,"ETH,BNB,XRP,SOL,TRX"
20260905_160515,2026-09-05 16:05:15,2026-09-05 09:05:15 UTC,PAXG,Hedge,4432.35,,,,,,,,,,,,,Phòng thủ Vĩ mô,Bảo hiểm tài sản,5.47,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.68,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910113,1154,1327,"ETH,BNB,XRP,SOL,TRX"
20260905_160515,2026-09-05 16:05:15,2026-09-05 09:05:15 UTC,USDT,Cash,1.0,,,,,,,,,,,,,Thanh khoản Chờ Gom,Dry Powder,25.2,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.68,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910113,1154,1327,"ETH,BNB,XRP,SOL,TRX"
20260905_160515,2026-09-05 16:05:15,2026-09-05 09:05:15 UTC,BTC,Core,79698.14,76465.8545,69718.6011,81766.5008,90.97,0.9747,9.71,0.9361,35.13,1.0567,52.83,49.7,47.25,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,33.53,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910113,1154,1327,"ETH,BNB,XRP,SOL,TRX"
20260905_160515,2026-09-05 16:05:15,2026-09-05 09:05:15 UTC,ETH,Altcoin,2458.7,2388.68,2036.9696,2737.7958,90.87,0.8981,5.45,0.9591,43.59,1.213,60.65,51.25,48.72,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910113,1154,1327,"ETH,BNB,XRP,SOL,TRX"
20260905_160515,2026-09-05 16:05:15,2026-09-05 09:05:15 UTC,BNB,Altcoin,749.01,686.123,620.5647,875.2153,93.4,0.8558,3.1,0.9559,50.71,0.9753,48.77,51.08,48.56,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910113,1154,1327,"ETH,BNB,XRP,SOL,TRX"
20260905_160515,2026-09-05 16:05:15,2026-09-05 09:05:15 UTC,XRP,Altcoin,1.4077,1.3543,1.2744,1.7663,93.42,0.797,0.0,0.9707,68.41,0.8836,44.18,53.01,50.39,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910113,1154,1327,"ETH,BNB,XRP,SOL,TRX"
20260905_160515,2026-09-05 16:05:15,2026-09-05 09:05:15 UTC,SOL,Altcoin,102.78,96.9755,82.3521,123.9091,91.33,0.8295,1.64,1.0047,47.96,0.7104,35.52,47.38,45.04,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910113,1154,1327,"ETH,BNB,XRP,SOL,TRX"
20260905_160515,2026-09-05 16:05:15,2026-09-05 09:05:15 UTC,TRX,Altcoin,0.3329,0.3358,0.3245,0.31,27.67,1.0738,15.21,0.8358,28.84,0.9314,46.57,27.0,25.67,ĐỊNH GIÁ THẤP,TÍCH LŨY MẠNH (+Tỷ trọng),7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910113,1154,1327,"ETH,BNB,XRP,SOL,TRX"
20260905_160515,2026-09-05 16:05:15,2026-09-05 09:05:15 UTC,PAXG,Hedge,4432.35,,,,,,,,,,,,,Phòng thủ Vĩ mô,Bảo hiểm tài sản,5.47,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910113,1154,1327,"ETH,BNB,XRP,SOL,TRX"
20260905_160515,2026-09-05 16:05:15,2026-09-05 09:05:15 UTC,USDT,Cash,1.0,,,,,,,,,,,,,Thanh khoản Chờ Gom,Dry Powder,25.2,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910113,1154,1327,"ETH,BNB,XRP,SOL,TRX"
20260905_161036,2026-09-05 16:10:36,2026-09-05 09:10:36 UTC,BTC,Core,79698.4,76465.8675,69718.6024,81766.4907,90.97,0.9747,9.71,0.9361,35.13,1.0567,52.83,49.7,47.25,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,33.53,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910140,1104,1222,"ETH,BNB,XRP,SOL,TRX"
20260905_161036,2026-09-05 16:10:36,2026-09-05 09:10:36 UTC,ETH,Altcoin,2458.31,2388.6605,2036.9677,2737.795,90.86,0.8979,5.44,0.9591,43.59,1.213,60.65,51.25,48.72,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910140,1104,1222,"ETH,BNB,XRP,SOL,TRX"
20260905_161036,2026-09-05 16:10:36,2026-09-05 09:10:36 UTC,BNB,Altcoin,750.42,686.1935,620.5718,875.2106,93.48,0.8574,3.19,0.9559,50.71,0.9753,48.77,51.13,48.61,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910140,1104,1222,"ETH,BNB,XRP,SOL,TRX"
20260905_161036,2026-09-05 16:10:36,2026-09-05 09:10:36 UTC,XRP,Altcoin,1.4089,1.3543,1.2744,1.7663,93.45,0.7976,0.0,0.9707,68.41,0.8836,44.18,53.02,50.4,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910140,1104,1222,"ETH,BNB,XRP,SOL,TRX"
20260905_161036,2026-09-05 16:10:36,2026-09-05 09:10:36 UTC,SOL,Altcoin,102.68,96.9705,82.3516,123.9089,91.29,0.8287,1.59,1.0047,47.96,0.7104,35.52,47.35,45.01,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910140,1104,1222,"ETH,BNB,XRP,SOL,TRX"
20260905_161036,2026-09-05 16:10:36,2026-09-05 09:10:36 UTC,TRX,Altcoin,0.3328,0.3358,0.3245,0.31,27.56,1.0735,15.19,0.8358,28.84,0.9314,46.57,26.96,25.63,ĐỊNH GIÁ THẤP,TÍCH LŨY MẠNH (+Tỷ trọng),7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910140,1104,1222,"ETH,BNB,XRP,SOL,TRX"
20260905_161036,2026-09-05 16:10:36,2026-09-05 09:10:36 UTC,PAXG,Hedge,4432.36,,,,,,,,,,,,,Phòng thủ Vĩ mô,Bảo hiểm tài sản,5.47,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910140,1104,1222,"ETH,BNB,XRP,SOL,TRX"
20260905_161036,2026-09-05 16:10:36,2026-09-05 09:10:36 UTC,USDT,Cash,1.0,,,,,,,,,,,,,Thanh khoản Chờ Gom,Dry Powder,25.2,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910140,1104,1222,"ETH,BNB,XRP,SOL,TRX"
20260905_161043,2026-09-05 16:10:43,2026-09-05 09:10:43 UTC,BTC,Core,79698.4,76465.8675,69718.6024,81766.4905,90.97,0.9747,9.71,0.9361,35.13,1.0567,52.83,49.7,47.25,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,33.53,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910141,957,1073,"ETH,BNB,XRP,SOL,TRX"
20260905_161043,2026-09-05 16:10:43,2026-09-05 09:10:43 UTC,ETH,Altcoin,2458.31,2388.6605,2036.9677,2737.795,90.86,0.8979,5.44,0.9591,43.59,1.213,60.65,51.25,48.72,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910141,957,1073,"ETH,BNB,XRP,SOL,TRX"
20260905_161043,2026-09-05 16:10:43,2026-09-05 09:10:43 UTC,BNB,Altcoin,749.58,686.1515,620.5676,875.2084,93.44,0.8565,3.14,0.9559,50.71,0.9753,48.77,51.1,48.58,CÂN BẰNG,GIỮ NGUYÊN TỶ TRỌNG CHUẨN,7.16,46.18,CÂN BẰNG CHU KỲ (Fair Value) -> Giữ cấu trúc danh mục ổn định,47.25,43.67,70.0,30.0,-0.0002,Đòn bẩy cân bằng (Neutral Leverage),0.0,0.055614,4.94,4.94,33.53,35.8,5.47,25.2,Live_RPC (ethereum-rpc.publicnode.com),25910141,957,1073,"ETH,BNB,XRP,SOL,TRX"
